source_type,source_id,album_code,album_title,album_type,category_name,track_count,duration_text,last_update,play_count_text,cover_url,source_url,summary
album,741136,LR_ALB_00000131,快乐可可狮故事篇,program,亲子,13,28:07,2025-06-05,65,https://bookpic.lrts.me/vryl5rsyc4eylwuXwc5pl3560qsz4ur4.png,https://www.lrts.me/album/741136,快乐可可狮分月龄家庭早教，详细分析了每个月龄段的发育，让感官发育中的宝宝，从故事中获得听觉和大脑刺激，可可狮陪伴您一起正确养育宝宝，解决家庭早教的后顾之忧。
album,745331,LR_ALB_00000132,动感DJ/劲爆热歌/车载必备,program,音乐,214,16:10:04,2026-01-15,192,https://bookpic.lrts.me/674voto6iysoaX3v5m9vldqw6g63m157.png,https://www.lrts.me/album/745331,动感DJ劲爆热歌，每日搬运那些一听就亢奋的好歌，等你来听！
album,766856,LR_ALB_00000133,菏泽树哥 郭有才合集,program,脱口秀,154,10:35:08,2025-08-17,429,https://bookpic.lrts.me/jb41tmvj2uwiotk5hedhebj5izwi2tsm.png,https://www.lrts.me/album/766856,山东菏泽树哥郭有才唱歌合集
book,30751756,LR_ALB_00000134,婚后心动：凌总追妻有点甜|婚后甜宠|宠妻无度|逆袭打脸|护妻狂魔|女王气场,audiobook,现代言情,2768,1293172,2026-01-18,1亿,https://bookpic.lrts.me/odv9kXwjz3s5c7upccsgpk0r7157w6bh_180x254.png,https://www.lrts.me/book/30751756,苏熙和凌久泽结婚三年，从未谋面，极少人知。晚上，苏熙是总裁夫人，躺在凌久泽的别墅里，撸着凌久泽的狗，躺着他亲手设计订制的沙发。而到了白天，她是他请的家教，拿着他的工资，要看他的脸色，被他奴役。然而他可以给她脸色，其他人却不行，有人辱她，他为她撑腰，有人欺她，他连消带打，直接将对方团灭。渐渐所有人都发现凌久泽对苏熙不一样，像是长辈对晚辈的关爱，似乎又不同，因为那么甜，那么的宠，他本是已经上岸的恶霸，为了她又再次杀伐果断，狠辣无情！也有人发现了苏熙的不同，比如本来家境普通的她竟然...
book,40541971,LR_ALB_00000135,整座大山都是我的猎场|年代文|多播|打猎|重生热血,audiobook,都市传说,4440,1580347,2026-06-12,1342万,https://bookpic.lrts.me/SdbmqSAT9bdAAAUPWDyzxTQ6PTl0L2si-1-40541971_180x254.png,https://www.lrts.me/book/40541971,重生1986年，在这个不禁枪、不禁猎、不保护野生动物，甚至因为黑熊、野猪祸害人民群众辛勤劳动果实，上级部门鼓励、号召各村屯积极打猎的年代。 作为永安屯民兵排小兵、猎人大队小队员的赵军，背枪走向了大山，过起了牵狗打猎的生活。
book,42572838,LR_ALB_00000136,万界穿越|搞笑&穿越重生&修仙系列|免费有声小说,audiobook,玄幻奇幻,4956,2677824,2025-12-16,933万,https://bookpic.lrts.me/hkSCvkhWTPVrT7UWcVCHbExntApm2pLL-1-42572838_180x254.png,https://www.lrts.me/book/42572838,他，一个比坏人还要坏的‘好人’，好人没好报，恶人活千年，要想活的久，就得比恶人还要更“坏”，他不畏权贵，把京城纨绔按在地上摩擦，把权贵玩弄于鼓掌，他前世莫名奇妙的被挂，今生将踏入人生巅峰，且看他是如何一步步…………
book,47139879,LR_ALB_00000137,出家为尼后，哥哥们跪求我还俗|温姒北辰渊|女强复仇,audiobook,古代言情,944,306490,2026-04-20,294万,https://bookpic.lrts.me/qp7YTmcWb4tMh5keXFk732HfMMojVdXM-1-47139879_180x254.png,https://www.lrts.me/book/47139879,前世，温姒明明是父兄们的掌上明珠，却在爹爹带回一个妹妹以后，就失去了所有人的宠爱。还因与妹妹争宠而被哥哥们视为心机女。 大哥逼她当众下跪； 二哥断她双手双脚； 三哥对她严刑拷打； 四哥毁她脸诬她名； 就连父亲也将她赶出家门，最后温姒惨死在父兄手下！ 再次睁眼，她选择放弃，请旨出家，斩断亲缘。 谁知哥哥们却纷纷后悔，跪着求她还俗。 温姒淡淡摇头：“阿弥陀佛，什么温家，什么温姒，施主你们认错人了。”
book,50140775,LR_ALB_00000138,重生九零神医福妻|完本畅听|发家致富|超级爽文|精品多人有声剧,audiobook,现代言情,2336,774162,2026-05-20,613万,https://bookpic.lrts.me/HlQ3GVDY0aspNFgzFXqs6yuWnQix3tiC-1-50140775_180x254.png,https://www.lrts.me/book/50140775,傅盈盈临死之前，才知道妈妈的命，她的眼睛，都是被继母“偷去了”，想要反抗报复，却坠楼身亡。 重生之后，傅盈盈身有异能，刚要报仇，发现仇家一个个像是霉运附体一般，一个个病的病，伤的伤，死的死······ 傅盈盈推开面前的俊美男子白宜修：起开，不要多管闲事！ 白宜修：不是多管闲事，我是在报恩 傅盈盈眼睛一亮，看着面前的绝世美颜小哥哥，小手一挥：不用这么麻烦，你貌美如花，以身相许就行了！
book,54859411,LR_ALB_00000139,七零空间|甜宠|穿越|家长里短|金手指|养崽虐渣|发家致富,audiobook,现代言情,677,254959,2026-01-19,107万,https://bookpic.lrts.me/uZdfh1Qe7JMaaMXgg2JSQrKv47Bbktyg-1-54859411_180x254.png,https://www.lrts.me/book/54859411,穿越成冉家三嫂，面对被原主虐得面黄肌瘦的三个娃和前线丈夫，苏彩彩用灵泉疗愈、空间改善生活，却惊觉三儿会写字背诗，还蹦出未来热词！\n张老婆子抢鞋骂娃，她当场甩巴掌：\n“动我儿子一下，我就还你一巴掌，很公平！”\n亲戚算计过继孩子，谢云假惺惺凑来：\n“三嫂，把三儿给我带，我保准疼他！” \n苏彩彩冷笑：“我的儿子不是换口粮的牲口，你也配？” \n大嫂张梅暗中窥探想抢资源，被抓包时还嘴硬：“我是为冉家好！”\n 苏彩彩直接怼得她哑口无言：\n“你为冉家？你是为你家小虎能占我家...
book,56633102,LR_ALB_00000140,重生年代：炮灰长姐带妹逆袭|不负韶光且峥嵘|精品多播|爽文,audiobook,穿越架空,2442,718331,2025-07-08,1068万,https://bookpic.lrts.me/RfuufJ4EfDq6iGQYjHRIUtnf3GB0zzeT-1-56633102_180x254.png,https://www.lrts.me/book/56633102,田韶穿了，成了那个艰苦年代红旗社田大林家六朵金花中的老大。 一家子，亲爹木讷亲娘泼辣，二妹性子暴躁，三妹沉默寡言，四妹饕餮五妹貔貅，六妹是颗小白菜。 重男轻女？不怕，姑娘可比儿子强。家徒四壁？更不怕，进工厂做买卖，小日子红红火火。 都说男追女，隔层山；女追男，隔层纱。田韶不解，为何她跟裴越就隔着丛山峻岭。 算了，冰山太高冷不要了。 裴越拦住田韶，说道；“撩了就得负责任，走，民政局领证去。”
book,58546171,LR_ALB_00000141,蜜桃红杏香|多美女|都市爽文,audiobook,乡村生活,530,163045,2026-06-12,45万,https://bookpic.lrts.me/rlR73hY2Smyx9k8nuPqzBpa6jOtPDXh5-1-58546171_180x254.png,https://www.lrts.me/book/58546171,一道炸雷轰然落下，竟把七里沟里的穷小子劈出了天大奇遇！自那以后，往日平平无奇的小地方彻底变了样 —— 西洋镜天天摆开，新奇玩意儿层出不穷，引得众人都围着看新鲜。 见了他就笑眼弯弯；—— 不为别的，就想请他上门吃块冰镇西瓜。
book,61451815,LR_ALB_00000142,嫡女重生：废太子的心肝|九重紫|甜宠女强|多播有声剧,audiobook,古代言情,1377,467866,2026-06-12,583万,https://bookpic.lrts.me/7TuDzR6VkFpfAv0s6rzBI8l7kLuvHeLw-1-61451815_180x254.png,https://www.lrts.me/book/61451815,在贫苦山村中野蛮生长的陆泱泱做了一场预知梦，梦到自己是大人物家的真千金，但却因为嫉恨假千金，无恶不作，最后没得到好的下场。 梦醒后的陆泱泱来到京城，面对假千金的阴狠暗算，另寻他路，依靠自己的聪明才智为自己拼出了公平公正，闯出了自己的一片天地。
book,71989165,LR_ALB_00000143,兵王复仇,audiobook,都市传说,2321,1115567,2024-10-25,202万,https://bookpic.lrts.me/3LkCty6w50IwUq3HK1dxrU4zassPeS0K-1-71989165_180x254.png,https://www.lrts.me/book/71989165,一代兵王，为替兄弟复仇越境犯法，入狱五年回归都市，大哥做了上门女婿，被连连欺辱！ 自己因为入狱的身份，被所有人鄙夷！ 却不想自己的亲生父母竟然是赫赫有名的京都豪门太子…
book,75808443,LR_ALB_00000144,谋局|全网首发|反腐教科书|权谋|经典官场小说,audiobook,官场商战,1336,442237,2025-10-25,67万,https://bookpic.lrts.me/oWMAJQIHntTT94xnpQEp1j86jA1QVnGx-1-75808443_180x254.png,https://www.lrts.me/book/75808443,在教育系统里，有这样一位被同事和同行公认为“劳模”的人。此人在工作中始终保持着勤恳的态度，业绩也十分突出，但却似乎总是得不到领导的青睐。单位决定建设集资楼时，为了能够分到一套房子，这位员工决定亲自登门拜访负责此事的一位副局长。 那是一个傍晚，这位副局长独自在家，并且因为某些原因已经喝醉了酒。送礼者前来时并未预料到这样的情况，而这次意外的会面成为了转折点，深刻地改变了送礼者的命运轨迹。然而，具体发生了什么改变，以及如何改变，则成为了后续一系列事件发展的悬念。 值得注意的是，这样...
book,76483926,LR_ALB_00000145,我有一座混沌监狱|多人剧|曲中人工作室|逆袭爽文幽默搞笑,audiobook,玄幻奇幻,3170,1054310,2026-05-27,1752万,https://bookpic.lrts.me/jLtxX211HbuYgOtPfn5wduHNGWzRZTEN-1-76483926_180x254.png,https://www.lrts.me/book/76483926,主角苏昊穿越至天灵大陆后继承混沌监狱，该监狱由前世皞天的道种演化而成。 既是镇压血域入侵的屏障，也是囚禁远古神魔的牢狱。 苏昊通过黄金指骨掌控监狱，与囚徒进行交易获取力量。 逐步揭开跨越时代的血域与道域对抗真相。
book,76524698,LR_ALB_00000146,良陈美锦|任敏、此沙主演影视原著|完本畅听|重生权谋甜宠|两世情缘,audiobook,古代言情,805,269767,2025-06-05,1353万,https://bookpic.lrts.me/aPMI4kgjklCA4jbOr00Ku9EWYDIsTN4k-1-76524698_180x254.png,https://www.lrts.me/book/76524698,未到四十锦朝便百病缠身，她觉得这一生再无眷恋，谁知醒来正当年少，风华正茂。 前世她痴心不改毁人毁己，今生她要活成自己想要的样子。
book,78961772,LR_ALB_00000147,吞天至尊,audiobook,玄幻奇幻,3825,1509745,2026-02-09,1316万,https://bookpic.lrts.me/x1QRwplyqEVO3PRVwjHrBMGqBzG9dyew-1-78961772_180x254.png,https://www.lrts.me/book/78961772,吞天至尊凌霄，战神大陆十大封号至尊之首，触摸到神灵之境的绝世强者，却因好友陷害而死，重生于万年后一个平凡少年的身上。 拳出乾坤动，念动星河灭，一代至尊，荣耀归来，从此踏上了一条横扫各路天才的无敌之路！
book,83772365,LR_ALB_00000148,孤孀村的浮浪韵事|风韵犹存|多播,audiobook,乡村生活,2026,822579,2026-01-20,71万,https://bookpic.lrts.me/H1oYMiBLgaupx4mAwgOBg0xKIDIHU12j-1-83772365_180x254.png,https://www.lrts.me/book/83772365,男主意外觉醒特殊能力——与美女产生亲密接触即可变强。为求生存与力量，他卷入一系列与美女相关的风波，在嬉笑怒骂间揭开尘封往事，同时以独特方式解决危机。随着实力飙升，他逐渐揭开世界真相，走出一条逆袭之路。
book,88164746,LR_ALB_00000149,空间农女，家有悍妻来旺夫,audiobook,穿越架空,1726,650507,2024-07-24,199万,https://bookpic.lrts.me/pAprweYyGvn4BS4T2C2vP1621TnkRhaF-1-88164746_180x254.png,https://www.lrts.me/book/88164746,"啥？被个收音机砸穿越了？还好上天有眼,给她一个神奇空间！ 啥？没爹没娘还穷的吃不上饭？想啥呢,撸起袖子就是干！养家,赚钱,虐渣,斗极品,顺便收了同为后来者的.."
book,93625407,LR_ALB_00000150,鬼才炼丹师|穿越|修真|炼丹,audiobook,玄幻奇幻,5061,2797092,2025-09-02,104万,https://bookpic.lrts.me/cDYO22rLXvd6vBKp537P2b0rRwmCRMRv-1-93625407_180x254.png,https://www.lrts.me/book/93625407,与火神祝融火种融合，掌控世间火焰。丹师厉害靠的是什么，掌控火焰炼丹，谁掌控火焰能有咱强。 帝都争雄，扶持父亲崛起，让天下没有任何纨绔敢在我面前嚣张、放肆，因为我是掌控帝火的一代丹王。
book,95923193,LR_ALB_00000151,至尊医女|重生逆袭,audiobook,穿越架空,4241,1246193,2025-09-15,1328万,https://bookpic.lrts.me/gaiy8lF6ix95CtqvVgAVvEfyFmWNVRNL-1-95923193_180x254.png,https://www.lrts.me/book/95923193,她，现代隐门门主，集各家所长的变态鬼才，精医毒，擅暗杀，世人眼中的变态妖物，一次意外身亡，却重生在一个被毁容的少女身上。 什么？容颜被毁，身份被取代？回归家族遥遥无期？身份可以不要，家族可以不回，但那害了前身之人，她若不整得他们鸡飞狗叫惨不忍睹如何对得起她妖物之名？ 一朝风云骤起，群雄争霸！且看她如何一袭红衣走天下，剑挑群雄震苍穹！名扬四海惊天地！
book,11268876,LR_ALB_00000152,单田芳：白眉大侠|320回,audiobook,单田芳,320,541028,2024-08-15,427万,https://bookpic.lrts.me/1iedfscuicXst1p2mnmuXXgqppiis03k_180x254.png,https://www.lrts.me/book/11268876,《白眉大侠》讲述了宋朝四帝仁宗皇帝执政期间，以徐良、白云瑞为书胆，包括七侠、大五义、小五义、小七杰等众开封府校尉，在八王赵德芳、包拯、颜查散等清官的支持下，为保国泰民安而不顾个人安危，抗强暴、战邪恶、捣匪巢、灭贼寇的故事。 在众多武林豪杰的大力协助下，先后与勾结外匪、图谋反叛的阎王寨众贼、三教堂恶徒、三仙岛凶僧魔头展开了生死搏斗、最后大破小蓬莱碧霞宫。 其间还不断受奸臣陷害，屡屡背腹受敌，身处险境。但众英雄义士不畏艰险、舍生忘死、爱憎分明、有勇有谋，利用高超的斗争艺术与惊人的...
book,13389369,LR_ALB_00000153,大骊第一纨绔|多人剧|曲中人工作室|重生穿越|爆笑爆更中,audiobook,玄幻奇幻,820,257889,2026-06-12,87万,https://bookpic.lrts.me/C2EMgHHlgitp7r19ePlaYrZFB6lJtRdf-1-13389369_180x254.png,https://www.lrts.me/book/13389369,听书搜：曲中人有故事、曲中人工作室 简介：顾尘风穿越到大离王朝 爷爷修为逆天，乃是当朝大宗师 更为大离宰相，权倾朝野 父亲是边疆战神，手握重兵 而顾尘风自己 乃是当朝第一纨绔 更离谱的是，穿越第一天 他就被上界修为逆天的女魔头给赖上了
book,14022829,LR_ALB_00000154,穿书七零之炮灰她带着空间杀来啦,audiobook,穿越架空,298,107734,2023-07-16,98万,https://bookpic.lrts.me/zdXeBrQwcH2e3YIf2YBfKRHksEPe1tGP-1-14022829_180x254.png,https://www.lrts.me/book/14022829,刘琦车祸醒来成了被逼替弟弟下乡的刘小月。\n你不仁我不义，卖了工作，拿着钱票，包袱款款的去下乡！\n咦？这个场景怎么这么熟悉？\n那几个知青的名字也好像在哪听过？\n什么？原来我穿书了！！\n什么？原来我是炮灰？\n不怕，咱有外挂！\n所谓外挂在手天下我有。\n宿主，他们要抢咱们的货！\n不慌，端了他们老窝不就得了。\n宿主，你被人贩子抓了？\n没事，我可是号称人贩子终结者的。\n宿主，咱今天又要去哪里搞事情？\n哪里有搞头儿，我就去哪里！\n宿主，钱是赚不完的，要不咱今天歇...
book,18129133,LR_ALB_00000155,赶海：我的捕鱼搭子是深海巨兽,audiobook,玄幻奇幻,603,300502,2025-06-10,152万,https://bookpic.lrts.me/bEujPmc62EKYk4DIsLEIhg5fnYXT4gl7-1-18129133_180x254.png,https://www.lrts.me/book/18129133,为给父亲赚医药费，大学生叶青硬着头皮出海捕鱼。 机缘巧合吃了龙珠，成为大海的主人，深海巨兽为他所用，从此以后，大海任他驰骋。 赶海捕鱼，无往不利。 寻找鱼群，打捞海底沉船，狂风暴雨，惊涛骇浪中救人…… 改造海岛，培养渔汛，打造顶级渔场…… 建造顶级酒店，打造“东方马尔代夫”，成立海洋帝国…… 不知不觉财富自由的他，很不喜欢大家称呼他“海王”！
book,21595691,LR_ALB_00000156,重生娇俏天才女神医|年代种田文,audiobook,穿越架空,811,286488,2025-04-01,138万,https://bookpic.lrts.me/KXh3xKk52oRYq0gsnCjDVNW5dxrRzryC-1-21595691_180x254.png,https://www.lrts.me/book/21595691,空间玄幻，女强修仙前世，医学博士因家产被害，意外重生，却穿越到其他书中，手握空间金手指，从此修炼，虐渣，在异世中闯出一片新天地！
book,22043015,LR_ALB_00000157,废材武神,audiobook,玄幻奇幻,1674,523882,2024-10-22,120万,https://bookpic.lrts.me/Th28ERoWlHCDHLADEvs1Xsmf19RaRsoq-1-22043015_180x254.png,https://www.lrts.me/book/22043015,重生了！居然进入了个废材之躯，看我如何成为傲世武神……
book,22730292,LR_ALB_00000158,仙帝重生混都市,audiobook,都市传说,4275,1511840,2024-10-22,95万,https://bookpic.lrts.me/g6H738RncIK1f4P7DQxvWkuv2aZM8XeV-1-22730292_180x254.png,https://www.lrts.me/book/22730292,仙界一代通天巨擘魂飞魄散，一缕魂魄回归到地球上原本的身体之中，他惊讶地发现仙界过去了一万年，地球上才过去了一年时间。
book,27108887,LR_ALB_00000159,单田芳：隋唐演义|150回,audiobook,单田芳,150,240249,2024-08-29,140万,https://bookpic.lrts.me/8gmztbp9fyjl9qrgt6nqqd2o4kim65e1_180x254.png,https://www.lrts.me/book/27108887,《隋唐演义》评书讲述的是隋王朝临末日时，以瓦岗寨为首的起义军，联络朝中被隋炀帝迫害的将领，推翻隋朝，建立唐王朝的故事。 隋朝末年，朝廷腐败，炀帝昏庸，奸相宇文化及父子把持朝政，他们残害忠虔，鱼肉目姓，致使哀鸿遍野，民不聊生，反隋义军遂遏竿而起。 以秦琼、徐懋功、程咬金等人为首的四十六位英雄好汉歃血结盟，决心共同除昏君，扶明主，改天换日。 他们在瓦岗山建立了反隋义军，招英雄、纳贤士，多次与隋朝官兵浴血奋战，并联合各路反王聚兵四平山，欲在炀帝杨广下杨州观花之际除杨灭隋，但未能如愿...
book,28915320,LR_ALB_00000160,明末边军一小兵|完本畅听|历史神作|权谋争霸|穿越|精品多人剧,audiobook,历史幻想,2717,857666,2026-03-25,1222万,https://bookpic.lrts.me/OToZSkTKCMltziPOFF5TtuEwzhRee7Jp-1-28915320_180x254.png,https://www.lrts.me/book/28915320,明末乱世，地狱开局！历史教师魂穿明末，竟成了一个家徒四壁、朝不保夕的底层小兵王斗，上有一老娘，下有童养媳，外有鞑虏寇边劫掠，内有流寇席卷中原，朝廷党争倾轧，军民饿殍遍野，大明江山风雨飘摇。 是束手待毙，还是奋起抗争？王斗的选择是：活下去！杀出去！ 这是一部小兵的奋斗史诗，一部在末日废墟中重建秩序的传奇。
book,39823095,LR_ALB_00000161,青山|会说话的肘子|全网进度最快版本|玄幻|多播精品,audiobook,玄幻奇幻,1450,573834,2026-06-11,4565万,https://bookpic.lrts.me/KY3kozFV6OXXEs8tRpnqeVrzt28m6oSE-1-39823095_180x254.png,https://www.lrts.me/book/39823095,洛城夜幕下的骏马与少年郎，马蹄在青石板上踩出哒哒声响。他仿佛说书先生故事中的人物，从云瀑中来，往江湖中处去，行至青山，看晚霞西落。 若你问，谁是这江湖里的不归客？他会答，清风，明月，我。……这或许是一个漫长的故事，待我慢慢说。
book,46828553,LR_ALB_00000162,凡人飞仙传|修仙|凡人流|免费,audiobook,玄幻奇幻,1774,539199,2025-03-28,229万,https://bookpic.lrts.me/khVuANWRNjUnrg9nN1ZMAd8lmFdrFwvt-1-46828553_180x254.png,https://www.lrts.me/book/46828553,一介凡人，誓要创天，且看我如何一步步，走出凡间，脚踏苍穹！
book,49528554,LR_ALB_00000163,都市之神医下山|爽文|快更版|AI旁白多人剧,audiobook,都市传说,3656,1740257,2026-06-12,9971万,https://bookpic.lrts.me/jBfchYcDeB9W9NXKFVwpNVD5MWCPu0tw-1-49528554_180x254.png,https://www.lrts.me/book/49528554,学得一手通天医术和武术的林东，从山里来到城里。 靠着左手通天医术，右手无敌武术，纵横都市。
book,50396147,LR_ALB_00000164,农女种田记（经商种田|多播,audiobook,穿越架空,399,199118,2024-10-22,9万,https://bookpic.lrts.me/DCQoWRIZszyImL36pAtZ5Eissq6gkJjx-1-50396147_180x254.png,https://www.lrts.me/book/50396147,女强种田文女主：朱七七【作者/主播简介】作者：醉春风主播：茕茕白兔、收风、苏大七、于长后期+统筹：思无邪
book,53768072,LR_ALB_00000165,三胎后妈|穿越80|种田撩夫,audiobook,现代言情,1050,353850,2026-06-08,14万,https://bookpic.lrts.me/YZeWJxiCMwQmavniTETn0oUMaUvjS0KX-1-53768072_180x254.png,https://www.lrts.me/book/53768072,资深文笔功底，常年霸榜的又一神作《穿越80年代成三胎恶毒后妈》，爆笑，萌宝，爽文，女强精品多人有声剧 我正在疯狂的评论小说剧情，咔嚓一下子就穿进了这本，这个缺吃少穿什么也没有的年代，有个身材好的衣服都掩盖不住的帅气老公却在部队长久未归，三个被原恶毒后妈虐待的只剩皮包骨的娃子每天对自己充满畏惧与怨恨，未来还是取我狗头的罪魁祸首，咳咳 ，取我漂亮脑壳的罪魁祸首！娘家习以为常的各种压榨欺负，可是，我来了！!我可是知道剧情的，我能被欺负？ 什么什么？娃子们吃不饱 ，没吃过肉肉？娘 ，...
book,59283937,LR_ALB_00000166,我家有个空间小娇娘,audiobook,穿越架空,3158,794596,2024-07-23,548万,https://bookpic.lrts.me/Wr3MV88VwVGqHtzWLbyxhQpnq2g4tD8x-1-59283937_180x254.png,https://www.lrts.me/book/59283937,前世，一闭一睁穿越成穷猎户家的小娘子，还一步到位地把孩子都生了。 家徒四壁、地无两亩、天灾人祸不断？咱会医术、有空间，相公更是宠上天，小日子过得红红火火。 婆家极品、庶姐算计？小娘子拳头一挥，欠了我的给我还回来，吃了我的给我吐出来。
book,64220718,LR_ALB_00000167,重生七零|空间|逆袭|穿越|家长里短,audiobook,现代言情,392,147021,2025-10-15,125万,https://bookpic.lrts.me/Ko8Le8M5Diu0bWmH1TwKLn6z1dIdrx61-1-64220718_180x254.png,https://www.lrts.me/book/64220718,开局就成为一个被亲妈虐待，被姐姐抢了未婚夫，抢了工作，还被偷偷报名下乡的倒霉蛋。一个在新世纪成长起来的独立女性，怎么可能容忍这些事情发生，看着眼前欺负她的人，淡定的冷笑。 脏了的未婚夫，丢了。还算值钱的工作，卖了。亲妈把原主给打死了，举报。所有对她有恶意的人和事，她一定会加倍奉还。 只是什么时候她被大佬给锁定了，以后的人生也都按照大佬设定的路线走。她本能的想反抗，只是那被设定的人生路线，不就是她前世梦寐以求的追求。既然如此，那就反过来拿捏，我的人生只有我自己可以做主
book,71876961,LR_ALB_00000168,山河稷|月半洋团队|大神姬叉新书|娱乐春秋|多人剧,audiobook,玄幻奇幻,1820,619254,2026-05-06,923万,https://bookpic.lrts.me/qEGSF7jpFwY9GiOV46l2JJ34nyLWfakj-1-71876961_180x254.png,https://www.lrts.me/book/71876961,且夫天地为炉兮，造化为工；阴阳为炭兮，万物为铜。 ——终有一天，要让这祭炼世界的炉火，换成属于我的火焰。 ——稷，祀也，社而稷之。
book,83341680,LR_ALB_00000169,龙血战神|完结,audiobook,玄幻奇幻,4797,2438321,2024-11-08,14万,https://bookpic.lrts.me/gBaF5m4kEILoFmOi2vBKnaASXmiBuOah-1-83341680_180x254.png,https://www.lrts.me/book/83341680,相传，远古时期的龙祭大陆，是太古神龙的天下，时至今日，神龙灭绝殆尽。 龙辰，原本是一无是处的纨绔子弟，却因为父亲所遗留的神秘玉佩，吞食远古神龙之传承精血，以亿万龙族之血脉，坐拥美女，鏖战天下！ 破龙脉，凝神丹，武动天河星辰，身渡轮回万劫，任你修为通天彻地，实力霸绝寰宇，我自有远古十大祖龙精血，吞食宙天地，掌控无尽生灵，龙之传人，万古长存！
book,96530924,LR_ALB_00000170,鉴宝金瞳|都市超能 · 异术超能,audiobook,都市传说,7002,2850328,2026-05-19,296万,https://bookpic.lrts.me/jFuc7dFTLi262PzBws8IYUu1nbSKX7el-1-96530924_180x254.png,https://www.lrts.me/book/96530924,父亲得了重病，巨额医药费让古玩店学徒杨波压力巨大，因为善心偶得琉璃石，让他拥有一双鉴宝金瞳，且看他如何鉴宝捡漏，颠覆命运……
book,17922813,LR_ALB_00000171,乡医重遇|禁忌之恋|激情爽文,audiobook,乡村生活,2595,1079495,2026-02-06,29万,https://bookpic.lrts.me/WbQ4G0dssHRBCRSjlzJpqLrG3g5mzL7Z-1-17922813_180x254.png,https://www.lrts.me/book/17922813,从青梅竹马的旧情暗涌，再到时代洪流中的人性挣扎。每一集都以5分钟短剧形式推进，剧情紧凑如电影，悬念迭起。
book,19715468,LR_ALB_00000172,风水有术|道术砸老天饭碗|多播剧|风水秘术玄学|悬疑灵异|道门绝秘,audiobook,悬疑推理,7473,2327107,2026-04-13,9864万,https://bookpic.lrts.me/qCmOuJTMlVdaseqRbzg7Hi8HRLcgpCxD-1-19715468_180x254.png,https://www.lrts.me/book/19715468,进城闯荡的小阿姨衣锦还乡，张禹的老妈心动了，决定让儿子前去投奔。 不曾想，所谓的豪宅就是一个三十平米的出租屋，更为要命的是，小阿姨经营的房产中介都快交不上房租了。 卖房、装修……张禹从乡下棺材铺王老头那里学来的奇门玄术竟然派上了用场，摇身一变成了王牌经纪人…… 兄弟、美女，买房吗？阳宅都有，包装修！
book,21728173,LR_ALB_00000173,最强兵王小保安,audiobook,都市传说,1628,472382,2024-07-11,539万,https://bookpic.lrts.me/HMcCn7auaijQhh076cehL3fhReH8cMpj-1-21728173_180x254.png,https://www.lrts.me/book/21728173,一个神秘古武门派的传人！一个全世界特种兵里名声赫赫的最强兵王！为了照顾战友的妹妹，兵王陈锋重回都市，当了一个小小的保安！ 原本想要低调生活，却因为回归之时就遭遇一场凶险的围杀，无法低调。 火辣青春的美少女，冷若冰霜的美女总裁，妖孽诱人的姐姐，暴力飒爽的警花，知性淡雅的老师，风骚妩媚的魔女……各色美女纷至沓来，让陈锋应接不暇。 “我只是一个小保安，真的只想低调生活而已。”陈锋诚恳的说。
book,24572638,LR_ALB_00000174,抄家前夜：带着超市穿越了|空间,audiobook,穿越架空,453,247394,2023-07-07,73万,https://bookpic.lrts.me/75njA02jjqnoRTKFBqwzhHecX7bysuOK-1-24572638_180x254.png,https://www.lrts.me/book/24572638,抄家逃荒+1v1+萌宝+天灾\n全文共453集。全文104.5w
book,28864890,LR_ALB_00000175,万界从港片开始|经典港片大乱斗|智能语音,audiobook,玄幻奇幻,1245,397019,2026-04-25,2万,https://bookpic.lrts.me/fku57GFCosYVKXDUFzeWDHB3YWah8kRU-1-28864890_180x254.png,https://www.lrts.me/book/28864890,万界从港片开始 我叫排云掌 194.44万字 7.42万总推荐 连载中 一个没有多少社会阅历的职业网文写手，穿越港片世界该怎么活？ 不是看过那么多网络小说么，一个个点子尝试过去不就知道了！
book,31179151,LR_ALB_00000176,童林续集|新编评书|评书江湖,audiobook,文化评书,135,120290,2026-05-12,3万,https://bookpic.lrts.me/lpe4ofvon7T28iZSnKViVDmqGtzdYe0c-1-31179151_180x254.png,https://www.lrts.me/book/31179151,万龙藏峰大战落幕，童林平定逆党，一心归隐江湖。怎料雍正忌惮武林侠士功高震主，又恐夺位秘闻外泄，暗中布下绝杀阴谋，欲肃清江湖宿老、斩草除根。 昔日邪道余孽借机反扑，勾结宫廷鹰犬四处围剿无极门，逼得童林难守闲居之愿，再度执掌子母鸡爪鸳鸯钺出山破局。 江湖风起云涌，女侠吕四娘身负血海深仇，决意入宫刺杀雍正，掀起朝野惊涛。童林身陷君臣两难、正邪夹击之局，一边是帝王威压，一边是侠义初心。他携手武林群侠，周旋朝堂权谋与江湖恩怨，闯险地、战强敌，助力义举坚守正道，谱写清代剑侠轰轰烈烈的终极...
